element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),template_model,Data Source (BEAM Material)
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_7,21.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_8,22.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT1_ENCR1,
Element_12,53.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Insulation,"4.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",10632.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_13,54.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_14,55.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Support,Galvanized steel support system,Galvanized steel,97036.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_15,56.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_16,57.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_17,58.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_18,59.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Exterior finish,Glass fiber reinforced concrete (GFRC) Panel,GFRC,170263.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_19,60.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT1_ENCR1,
Element_20,0.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343.0,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",STR2_ENCO7_ENCT1_ENCR1,
Element_21,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO7_ENCT1_ENCR1,
Element_22,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO7_ENCT1_ENCR1,
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_7,21.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_8,22.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO7_ENCT2_ENCR1,
Element_12,53.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Insulation,"4.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",10632.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_13,54.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_14,55.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Support,Galvanized steel support system,Galvanized steel,97036.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_15,56.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_16,57.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_17,58.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_18,59.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Exterior finish,Glass fiber reinforced concrete (GFRC) Panel,GFRC,170263.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_19,60.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO7_ENCT2_ENCR1,
Element_20,1.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275.0,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",STR2_ENCO7_ENCT2_ENCR1,
Element_21,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO7_ENCT2_ENCR1,
Element_22,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO7_ENCT2_ENCR1,
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_7,21.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_8,22.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT1_ENCR1,
Element_12,61.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"3.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",8366.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_13,62.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_14,63.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel backer tray,Zinc coating (galvanized) for steel G60,425.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_15,64.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"3/4"" Brick","Brick, generic",74168.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_16,65.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S mortar,Mortar type S,11329.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_17,66.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet","Steel, sheet",16759.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_18,67.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel support system,Galvanized steel,4039.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_19,68.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_20,69.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_21,70.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_22,71.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_23,72.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96.0,"Kaleidoscope Calculator, Payette",STR2_ENCO8_ENCT1_ENCR1,
Element_24,0.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343.0,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",STR2_ENCO8_ENCT1_ENCR1,
Element_25,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO8_ENCT1_ENCR1,
Element_26,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO8_ENCT1_ENCR1,
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT2_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT2_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT2_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT2_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT2_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT2_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO8_ENCT2_ENCR1,
